1
481.7903,498.8662,36.5271,117.2868
484.4198,486.8875,36.5271,117.2868
489.3866,476.0775,36.5271,117.2868
490.8474,462.9301,36.5271,117.2868
488.3215,446.7798,37.3353,119.8818
490.4119,433.9388,37.3353,119.8818
492.5022,424.0841,37.3353,119.8818
490.4119,413.6322,37.3353,119.8818
490.7105,403.1802,37.3353,119.8818
493.3981,393.3255,37.3353,119.8818
495.4885,388.2488,37.3353,119.8818
496.9816,382.5749,37.3353,119.8818
498.4748,377.4983,37.3353,119.8818
496.3844,367.0463,37.3353,119.8818
489.5160,319.5645,37.3353,119.8818
486.2311,307.9181,37.3353,119.8818
487.1269,299.2579,37.3353,119.8818
495.0792,292.0450,38.1613,122.5341
507.5939,294.1816,38.1613,122.5341
517.6666,293.8764,38.1613,122.5341
524.6870,291.1293,38.1613,122.5341
529.2655,287.1612,38.1613,122.5341
517.9718,281.9722,38.1613,122.5341
489.3651,264.4660,39.0057,125.2452
476.5736,258.5382,39.0057,125.2452
473.8763,254.2395,39.8687,128.0163
480.5730,256.4718,39.8687,128.0163
488.5452,258.7040,39.8687,128.0163
500.3442,263.4874,39.8687,128.0163
517.0596,276.2248,39.0184,125.2863
534.2246,290.2689,39.0184,125.2863
549.3803,302.7348,38.1864,122.6145
555.7945,307.9271,38.1864,122.6145
548.8418,311.8841,37.3720,119.9997
543.7601,306.8024,37.3720,119.9997
541.0698,301.7208,37.3720,119.9997
543.1623,296.0413,37.3720,119.9997
546.1538,292.9990,36.5751,117.4407
548.7868,287.4407,36.5751,117.4407
550.2495,282.4674,36.5751,117.4407
550.7554,274.7943,37.3843,120.0391
551.0544,268.5149,37.3843,120.0391
550.5884,266.6245,36.5870,117.4792
550.1323,267.0310,35.8068,114.9739
550.2380,265.2203,35.0432,112.5221
549.3971,262.1371,35.0432,112.5221
547.9957,259.6144,35.0432,112.5221
546.1540,255.1708,35.8186,115.0116
543.0825,253.0068,36.6110,117.5563
538.7279,250.1872,37.4211,120.1572
534.2770,246.0631,38.2490,122.8157
530.9972,243.7523,39.0953,125.5330
526.9959,242.6880,39.9603,128.3104
520.2533,242.2634,40.8444,131.1492
514.0394,246.5746,41.7481,134.0509
507.6879,251.6742,42.6717,137.0168
501.9042,261.8440,43.6158,140.0483
498.8881,267.8956,44.5808,143.1469
495.6789,273.9575,44.5808,143.1469
493.1828,277.8799,44.5808,143.1469
491.5797,277.4062,45.5672,146.3140
494.1310,279.9575,45.5672,146.3140
493.0376,279.5930,45.5672,146.3140
491.2153,277.0417,45.5672,146.3140
493.0376,275.9483,45.5672,146.3140
494.1310,274.1259,45.5672,146.3140
495.2244,273.7615,45.5672,146.3140
496.3178,272.6680,45.5672,146.3140
498.1401,270.1167,45.5672,146.3140
498.5046,271.2102,45.5672,146.3140
497.9365,275.9319,44.5955,143.1938
497.3806,282.6158,43.6444,140.1402
497.7297,280.8704,43.6444,140.1402
499.0578,277.5092,44.6101,143.2408
497.9874,277.8660,44.6101,143.2408
496.2033,278.9364,44.6101,143.2408
501.5556,282.8614,44.6101,143.2408
487.2427,298.4893,43.6588,140.1861
477.9473,300.9939,42.7277,137.1966
470.8266,298.8333,41.8165,134.2708
465.7919,299.2978,40.9248,131.4075
467.8059,304.8006,40.0521,128.6052
470.0483,310.2466,40.0521,128.6052
472.2908,316.3334,40.0521,128.6052
475.8148,319.8574,40.0521,128.6052
479.6384,324.6252,39.1979,125.8626
482.4601,329.3281,39.1979,125.8626
488.2069,331.5139,40.0652,128.6473
492.3729,333.1162,40.0652,128.6473
492.9271,333.3554,40.9516,131.4937
495.2200,331.0626,40.9516,131.4937
495.5476,326.8044,40.9516,131.4937
496.1141,325.6896,41.8577,134.4030
497.7881,320.6676,41.8577,134.4030
496.1141,313.6368,41.8577,134.4030
493.2196,309.0238,42.7838,137.3766
491.3669,314.7765,41.8714,134.4470
489.5537,322.3433,40.9785,131.5799
487.9149,326.6043,40.9785,131.5799
489.5537,327.5876,40.9785,131.5799
488.7603,327.8323,41.8851,134.4911
491.1054,324.8171,41.8851,134.4911
494.7906,325.8222,41.8851,134.4911
491.1054,320.1268,41.8851,134.4911
492.3800,321.0721,42.8119,137.4667
488.7089,317.0645,43.7591,140.5082
490.4589,317.4145,43.7591,140.5082
492.9090,320.5646,43.7591,140.5082
494.6590,323.7147,43.7591,140.5082
496.4091,326.1647,43.7591,140.5082
498.1592,330.0148,43.7591,140.5082
499.9092,335.2649,43.7591,140.5082
501.6593,340.5150,43.7591,140.5082
516.7899,350.9441,44.7272,143.6169
519.2942,365.6119,44.7272,143.6169
521.7985,378.1332,44.7272,143.6169
524.6442,389.5354,45.7168,146.7945
533.0546,401.6024,45.7168,146.7945
537.0769,405.6247,45.7168,146.7945
538.4681,411.9678,46.7283,150.0423
541.0844,411.5940,46.7283,150.0423
539.7814,395.5417,45.7318,146.8426
530.6367,387.8602,45.7318,146.8426
513.4447,385.2997,45.7318,146.8426
492.0660,388.6088,46.7436,150.0915
449.0698,391.9737,46.7436,150.0915
375.2395,372.8578,47.7778,153.4123
2
0
0
