1
311.5845,539.9077,14.0000,50.0000
310.4964,523.8281,14.0000,50.0000
307.4739,533.1373,14.0000,50.0000
330.3464,521.2018,13.7014,48.9337
322.6234,512.9422,13.4093,47.8902
299.5797,493.6040,13.4093,47.8902
297.3890,472.0498,13.7059,48.9498
291.1160,451.5736,13.7059,48.9498
300.5027,441.0296,13.4137,47.9059
312.4337,433.5003,13.4137,47.9059
329.4710,428.5237,13.7104,48.9658
342.8500,426.7478,13.7104,48.9658
344.8627,430.6549,13.7104,48.9658
349.9160,422.3899,13.4181,47.9216
359.7653,426.9089,13.4181,47.9216
382.3606,432.3550,13.4181,47.9216
398.9305,429.4582,13.4181,47.9216
396.7289,410.8026,13.4181,47.9216
379.3374,399.5866,13.1319,46.8997
377.8378,391.0145,12.8519,45.8995
376.8390,391.5694,12.8519,45.8995
376.2272,387.4590,12.5778,44.9207
368.0809,377.5749,12.5778,44.9207
355.8071,372.2526,12.5778,44.9207
348.3125,360.8478,12.5778,44.9207
351.9015,350.3342,12.3096,43.9628
348.6516,328.5694,12.0471,43.0252
350.4202,318.0620,12.0471,43.0252
374.4520,294.8624,12.0471,43.0252
376.4287,280.8178,12.0471,43.0252
377.2668,251.5231,12.3136,43.9772
392.6862,235.4810,12.5860,44.9502
407.1418,237.1113,12.5860,44.9502
423.3042,209.8292,12.3176,43.9916
2
0
0
0
0
1
426.2797,320.6179,21.2530,46.3849
398.4907,322.1408,21.7232,47.4112
370.5428,323.0768,21.7232,47.4112
345.7461,311.0372,22.2039,48.4601
309.2523,312.8141,22.2039,48.4601
291.6205,305.2966,22.2039,48.4601
290.6638,295.5923,22.2039,48.4601
275.2234,294.3964,21.7304,47.4267
262.7832,275.2678,21.7304,47.4267
247.1326,271.9237,21.7304,47.4267
245.3936,260.5536,21.7304,47.4267
270.8279,280.7075,22.2111,48.4760
296.2576,297.6191,22.7026,49.5486
325.7449,321.5164,22.7026,49.5486
338.4623,326.1282,22.7026,49.5486
332.1735,328.5039,22.7026,49.5486
337.6238,322.2152,22.7026,49.5486
349.5025,340.8020,22.7026,49.5486
354.6733,360.5068,22.7026,49.5486
352.8565,390.5532,22.7026,49.5486
346.0088,394.6060,22.7026,49.5486
324.9064,390.5532,22.7026,49.5486
303.8041,375.5999,22.7026,49.5486
293.0433,350.8641,22.7026,49.5486
291.7856,351.0038,22.7026,49.5486
298.3538,348.3485,22.7026,49.5486
294.8601,357.7118,22.7026,49.5486
293.6023,353.9385,22.7026,49.5486
297.9346,351.2833,22.7026,49.5486
295.5588,340.5225,22.7026,49.5486
284.7980,347.3703,22.7026,49.5486
292.2048,353.9385,22.7026,49.5486
311.9096,356.5938,22.7026,49.5486
302.8258,357.0130,22.7026,49.5486
284.7980,342.3392,22.7026,49.5486
286.0557,338.8455,22.7026,49.5486
293.7420,349.6063,22.7026,49.5486
304.2233,351.4230,22.7026,49.5486
301.8475,359.3888,22.7026,49.5486
308.4158,359.5286,22.7026,49.5486
319.7356,365.5379,22.7026,49.5486
323.5089,380.2117,22.7026,49.5486
338.4622,377.5564,22.7026,49.5486
341.6764,373.7831,22.7026,49.5486
339.8597,359.3888,22.7026,49.5486
348.6639,347.7895,22.7026,49.5486
376.7888,350.0689,22.2184,48.4919
400.1765,344.7349,22.2184,48.4919
398.9456,332.5623,22.2184,48.4919
391.4232,330.5108,22.2184,48.4919
395.6631,327.9121,22.2184,48.4919
410.8446,313.5512,22.2184,48.4919
414.8109,322.4413,22.2184,48.4919
440.1134,314.9190,22.2184,48.4919
462.1335,326.2709,22.2184,48.4919
471.5706,335.4345,22.2184,48.4919
477.4518,329.8269,22.2184,48.4919
479.2298,319.8427,22.2184,48.4919
483.1961,320.2530,22.2184,48.4919
496.4628,312.4571,22.2184,48.4919
515.4739,293.4460,22.2184,48.4919
529.5613,293.3092,22.2184,48.4919
546.1105,281.4102,22.2184,48.4919
561.0184,271.1524,22.2184,48.4919
569.0879,263.6301,22.2184,48.4919
579.3456,244.8925,22.2184,48.4919
585.5003,229.7110,22.2184,48.4919
592.2020,222.7357,22.2184,48.4919
604.9217,221.5048,22.2184,48.4919
610.8028,222.7357,22.2184,48.4919
601.0921,215.2134,22.2184,48.4919
582.0810,207.9645,22.2184,48.4919
576.1999,213.2986,22.2184,48.4919
566.4892,203.8614,22.2184,48.4919
536.5865,184.7362,22.7100,49.5648
516.5956,177.8862,22.7100,49.5648
510.5843,168.2402,22.7100,49.5648
496.7445,148.2493,22.7100,49.5648
461.0101,150.5295,22.2257,48.5078
452.6644,157.5071,22.2257,48.5078
458.8210,173.5144,22.2257,48.5078
466.3459,189.7955,22.2257,48.5078
491.1094,200.0566,22.2257,48.5078
494.2562,202.9297,22.2257,48.5078
493.5721,196.7730,22.2257,48.5078
508.4850,189.5218,22.2257,48.5078
523.6714,181.4497,22.2257,48.5078
543.2360,179.9448,22.2257,48.5078
